spot_id,occupied_at,vacated_at
C4,2024-11-13 14:21,2024-11-13 17:09
C4,2024-11-13 14:44,2024-11-13 23:59
C4,2024-11-13 01:29,2024-11-13 08:08
C4,2024-11-13 12:28,2024-11-13 23:26
C4,2024-11-13 13:52,2024-11-13 18:37
C4,2024-11-13 10:03,2024-11-13 18:01
C4,2024-11-14 05:31,2024-11-14 16:39
C4,2024-11-14 06:51,2024-11-14 13:16
C4,2024-11-14 15:13,2024-11-14 20:19
C4,2024-11-14 15:46,2024-11-14 23:59
C4,2024-11-14 10:56,2024-11-14 13:42
C4,2024-11-14 17:42,2024-11-14 22:22
C4,2024-11-14 11:15,2024-11-14 22:21
C4,2024-11-14 18:51,2024-11-14 21:11
C4,2024-11-15 09:30,2024-11-15 14:48
C4,2024-11-15 20:40,2024-11-15 23:59
C4,2024-11-15 11:19,2024-11-15 11:52
C4,2024-11-15 16:10,2024-11-15 19:56
C4,2024-11-15 17:29,2024-11-15 19:26
C4,2024-11-16 06:10,2024-11-16 11:21
C4,2024-11-16 09:44,2024-11-16 20:30
C4,2024-11-16 03:17,2024-11-16 05:18
C4,2024-11-16 19:10,2024-11-16 20:45
C4,2024-11-16 22:27,2024-11-16 23:59
C4,2024-11-16 01:41,2024-11-16 10:35
C4,2024-11-16 12:19,2024-11-16 21:13
C4,2024-11-16 13:30,2024-11-16 23:59
C4,2024-11-16 21:26,2024-11-16 23:59
C4,2024-11-17 08:33,2024-11-17 16:01
C4,2024-11-17 06:19,2024-11-17 11:47
C4,2024-11-17 03:35,2024-11-17 10:12
C4,2024-11-17 13:35,2024-11-17 17:29
C4,2024-11-17 16:02,2024-11-17 20:23
C4,2024-11-17 05:45,2024-11-17 10:54
C4,2024-11-18 08:26,2024-11-18 12:12
C4,2024-11-18 11:52,2024-11-18 20:04
C4,2024-11-18 03:46,2024-11-18 10:39
C4,2024-11-18 21:06,2024-11-18 23:59
C4,2024-11-18 19:21,2024-11-18 23:59
C4,2024-11-19 20:43,2024-11-19 23:36
C4,2024-11-19 08:59,2024-11-19 20:23
C4,2024-11-19 07:46,2024-11-19 10:11
C4,2024-11-19 16:30,2024-11-19 19:28
C4,2024-11-19 19:40,2024-11-19 23:59
C4,2024-11-19 12:51,2024-11-19 20:09
C4,2024-11-19 17:09,2024-11-19 23:59
C4,2024-11-19 22:34,2024-11-19 23:59
C4,2024-11-19 06:23,2024-11-19 10:04
C4,2024-11-20 00:16,2024-11-20 03:57
C4,2024-11-20 20:20,2024-11-20 23:59
C4,2024-11-20 12:57,2024-11-20 16:38
C4,2024-11-20 13:22,2024-11-20 23:59
C4,2024-11-20 00:32,2024-11-20 10:21
