spot_id,occupied_at,vacated_at
A3,2024-11-13 03:52,2024-11-13 09:45
A3,2024-11-13 18:45,2024-11-13 21:18
A3,2024-11-13 14:19,2024-11-13 20:29
A3,2024-11-13 11:08,2024-11-13 11:42
A3,2024-11-13 22:28,2024-11-13 23:59
A3,2024-11-13 04:48,2024-11-13 13:02
A3,2024-11-14 02:40,2024-11-14 03:56
A3,2024-11-14 07:43,2024-11-14 18:16
A3,2024-11-14 11:58,2024-11-14 13:46
A3,2024-11-14 15:49,2024-11-14 23:59
A3,2024-11-14 01:21,2024-11-14 12:44
A3,2024-11-14 00:56,2024-11-14 06:59
A3,2024-11-14 18:10,2024-11-14 23:16
A3,2024-11-15 10:18,2024-11-15 14:30
A3,2024-11-15 11:04,2024-11-15 19:14
A3,2024-11-15 18:30,2024-11-15 23:59
A3,2024-11-15 00:35,2024-11-15 09:30
A3,2024-11-15 23:02,2024-11-15 23:59
A3,2024-11-15 01:47,2024-11-15 04:16
A3,2024-11-15 05:32,2024-11-15 14:45
A3,2024-11-15 01:39,2024-11-15 02:29
A3,2024-11-15 06:33,2024-11-15 08:27
A3,2024-11-16 21:03,2024-11-16 21:43
A3,2024-11-16 22:59,2024-11-16 23:59
A3,2024-11-16 14:32,2024-11-16 20:04
A3,2024-11-16 08:01,2024-11-16 11:57
A3,2024-11-16 15:42,2024-11-16 23:02
A3,2024-11-16 11:04,2024-11-16 19:40
A3,2024-11-16 01:04,2024-11-16 08:52
A3,2024-11-16 21:47,2024-11-16 23:59
A3,2024-11-17 09:56,2024-11-17 12:29
A3,2024-11-17 12:02,2024-11-17 18:41
A3,2024-11-17 14:31,2024-11-17 18:21
A3,2024-11-17 16:08,2024-11-17 23:15
A3,2024-11-17 22:42,2024-11-17 23:59
A3,2024-11-17 01:26,2024-11-17 06:24
A3,2024-11-17 08:38,2024-11-17 16:46
A3,2024-11-17 01:46,2024-11-17 06:50
A3,2024-11-18 19:30,2024-11-18 21:02
A3,2024-11-18 05:01,2024-11-18 08:29
A3,2024-11-18 02:48,2024-11-18 10:11
A3,2024-11-18 14:09,2024-11-18 23:59
A3,2024-11-18 03:01,2024-11-18 06:49
A3,2024-11-18 04:04,2024-11-18 12:43
A3,2024-11-18 22:19,2024-11-18 23:59
A3,2024-11-18 10:23,2024-11-18 17:01
A3,2024-11-18 08:13,2024-11-18 13:31
A3,2024-11-19 19:17,2024-11-19 20:45
A3,2024-11-19 01:01,2024-11-19 02:38
A3,2024-11-19 19:33,2024-11-19 23:25
A3,2024-11-19 13:23,2024-11-19 14:24
A3,2024-11-19 23:23,2024-11-19 23:59
A3,2024-11-20 14:38,2024-11-20 20:58
A3,2024-11-20 15:25,2024-11-20 21:21
A3,2024-11-20 03:48,2024-11-20 14:34
A3,2024-11-20 18:21,2024-11-20 21:48
A3,2024-11-20 17:25,2024-11-20 19:47
A3,2024-11-20 23:57,2024-11-20 23:59
A3,2024-11-20 01:39,2024-11-20 10:06
A3,2024-11-20 18:34,2024-11-20 23:59
