spot_id,occupied_at,vacated_at
B5,2024-11-13 18:31,2024-11-13 22:34
B5,2024-11-13 16:46,2024-11-13 20:01
B5,2024-11-13 12:48,2024-11-13 15:05
B5,2024-11-13 00:21,2024-11-13 06:58
B5,2024-11-13 06:21,2024-11-13 12:15
B5,2024-11-13 19:41,2024-11-13 23:59
B5,2024-11-13 06:37,2024-11-13 15:37
B5,2024-11-13 15:05,2024-11-13 16:48
B5,2024-11-13 18:36,2024-11-13 23:59
B5,2024-11-13 22:53,2024-11-13 23:59
B5,2024-11-14 22:29,2024-11-14 23:59
B5,2024-11-14 02:44,2024-11-14 13:12
B5,2024-11-14 21:43,2024-11-14 23:59
B5,2024-11-14 11:56,2024-11-14 17:44
B5,2024-11-14 23:38,2024-11-14 23:59
B5,2024-11-14 10:43,2024-11-14 19:58
B5,2024-11-15 01:21,2024-11-15 07:46
B5,2024-11-15 05:47,2024-11-15 07:44
B5,2024-11-15 01:30,2024-11-15 02:47
B5,2024-11-15 21:58,2024-11-15 23:59
B5,2024-11-15 15:39,2024-11-15 16:33
B5,2024-11-15 11:31,2024-11-15 14:21
B5,2024-11-15 01:15,2024-11-15 01:50
B5,2024-11-15 13:27,2024-11-15 23:59
B5,2024-11-16 01:38,2024-11-16 02:20
B5,2024-11-16 09:17,2024-11-16 16:12
B5,2024-11-16 06:58,2024-11-16 11:44
B5,2024-11-16 12:13,2024-11-16 18:49
B5,2024-11-16 03:27,2024-11-16 06:46
B5,2024-11-16 17:15,2024-11-16 23:59
B5,2024-11-16 04:59,2024-11-16 14:45
B5,2024-11-16 19:55,2024-11-16 23:59
B5,2024-11-17 12:11,2024-11-17 15:32
B5,2024-11-17 02:10,2024-11-17 06:05
B5,2024-11-17 16:02,2024-11-17 20:22
B5,2024-11-17 19:44,2024-11-17 23:59
B5,2024-11-17 02:19,2024-11-17 03:13
B5,2024-11-17 22:50,2024-11-17 23:49
B5,2024-11-17 16:21,2024-11-17 18:07
B5,2024-11-18 06:16,2024-11-18 11:42
B5,2024-11-18 20:10,2024-11-18 23:59
B5,2024-11-18 18:20,2024-11-18 22:32
B5,2024-11-18 08:29,2024-11-18 11:11
B5,2024-11-18 07:37,2024-11-18 13:18
B5,2024-11-18 13:43,2024-11-18 15:23
B5,2024-11-19 15:04,2024-11-19 20:09
B5,2024-11-19 06:51,2024-11-19 16:32
B5,2024-11-19 12:23,2024-11-19 22:51
B5,2024-11-19 13:10,2024-11-19 20:11
B5,2024-11-19 15:19,2024-11-19 23:59
B5,2024-11-19 12:56,2024-11-19 20:59
B5,2024-11-19 00:18,2024-11-19 11:13
B5,2024-11-20 18:51,2024-11-20 23:59
B5,2024-11-20 00:56,2024-11-20 12:42
B5,2024-11-20 02:05,2024-11-20 09:12
B5,2024-11-20 02:15,2024-11-20 05:34
B5,2024-11-20 17:27,2024-11-20 20:24
B5,2024-11-20 10:53,2024-11-20 12:53
