spot_id,occupied_at,vacated_at
C2,2024-11-13 19:04,2024-11-13 21:14
C2,2024-11-13 05:50,2024-11-13 11:23
C2,2024-11-13 09:51,2024-11-13 19:43
C2,2024-11-13 19:55,2024-11-13 23:59
C2,2024-11-13 11:15,2024-11-13 20:18
C2,2024-11-13 15:21,2024-11-13 17:34
C2,2024-11-14 20:57,2024-11-14 23:26
C2,2024-11-14 02:25,2024-11-14 03:39
C2,2024-11-14 16:26,2024-11-14 23:59
C2,2024-11-14 23:39,2024-11-14 23:59
C2,2024-11-14 17:55,2024-11-14 20:21
C2,2024-11-14 03:31,2024-11-14 15:21
C2,2024-11-14 12:05,2024-11-14 15:19
C2,2024-11-14 01:32,2024-11-14 07:23
C2,2024-11-15 03:28,2024-11-15 14:11
C2,2024-11-15 03:46,2024-11-15 09:16
C2,2024-11-15 00:24,2024-11-15 01:36
C2,2024-11-15 02:57,2024-11-15 11:05
C2,2024-11-15 23:07,2024-11-15 23:59
C2,2024-11-15 10:37,2024-11-15 15:28
C2,2024-11-16 03:33,2024-11-16 04:48
C2,2024-11-16 23:21,2024-11-16 23:59
C2,2024-11-16 17:42,2024-11-16 23:59
C2,2024-11-16 13:03,2024-11-16 23:42
C2,2024-11-16 18:25,2024-11-16 22:28
C2,2024-11-16 21:30,2024-11-16 23:59
C2,2024-11-16 20:44,2024-11-16 23:59
C2,2024-11-16 12:29,2024-11-16 16:52
C2,2024-11-17 18:57,2024-11-17 23:59
C2,2024-11-17 20:32,2024-11-17 23:59
C2,2024-11-17 19:28,2024-11-17 20:17
C2,2024-11-17 06:10,2024-11-17 15:21
C2,2024-11-17 10:09,2024-11-17 19:33
C2,2024-11-17 12:59,2024-11-17 23:59
C2,2024-11-17 20:24,2024-11-17 23:55
C2,2024-11-17 09:33,2024-11-17 13:49
C2,2024-11-17 19:28,2024-11-17 23:59
C2,2024-11-17 20:21,2024-11-17 23:59
C2,2024-11-18 22:57,2024-11-18 23:59
C2,2024-11-18 17:49,2024-11-18 23:59
C2,2024-11-18 02:58,2024-11-18 10:54
C2,2024-11-18 09:36,2024-11-18 19:07
C2,2024-11-18 08:25,2024-11-18 19:43
C2,2024-11-19 10:44,2024-11-19 18:45
C2,2024-11-19 01:28,2024-11-19 06:49
C2,2024-11-19 05:52,2024-11-19 15:31
C2,2024-11-19 23:08,2024-11-19 23:59
C2,2024-11-19 14:29,2024-11-19 23:59
C2,2024-11-19 19:38,2024-11-19 23:59
C2,2024-11-20 18:07,2024-11-20 23:59
C2,2024-11-20 19:25,2024-11-20 23:59
C2,2024-11-20 22:27,2024-11-20 23:59
C2,2024-11-20 00:34,2024-11-20 11:01
C2,2024-11-20 12:38,2024-11-20 19:38
C2,2024-11-20 05:51,2024-11-20 12:33
C2,2024-11-20 09:39,2024-11-20 15:55
C2,2024-11-20 21:29,2024-11-20 23:59
