spot_id,occupied_at,vacated_at
A5,2024-11-13 23:15,2024-11-13 23:59
A5,2024-11-13 00:58,2024-11-13 04:10
A5,2024-11-13 00:43,2024-11-13 09:02
A5,2024-11-13 10:16,2024-11-13 11:35
A5,2024-11-13 21:21,2024-11-13 23:59
A5,2024-11-13 06:35,2024-11-13 10:30
A5,2024-11-13 20:01,2024-11-13 22:50
A5,2024-11-13 20:52,2024-11-13 23:59
A5,2024-11-14 11:49,2024-11-14 12:47
A5,2024-11-14 17:07,2024-11-14 19:56
A5,2024-11-14 07:17,2024-11-14 12:22
A5,2024-11-14 11:22,2024-11-14 18:50
A5,2024-11-14 12:52,2024-11-14 20:10
A5,2024-11-14 14:39,2024-11-14 23:52
A5,2024-11-14 11:43,2024-11-14 18:07
A5,2024-11-14 11:19,2024-11-14 20:52
A5,2024-11-15 21:24,2024-11-15 23:59
A5,2024-11-15 16:25,2024-11-15 21:44
A5,2024-11-15 10:51,2024-11-15 20:18
A5,2024-11-15 16:39,2024-11-15 23:59
A5,2024-11-15 22:40,2024-11-15 23:59
A5,2024-11-15 08:30,2024-11-15 16:19
A5,2024-11-16 06:56,2024-11-16 08:02
A5,2024-11-16 02:57,2024-11-16 09:38
A5,2024-11-16 15:11,2024-11-16 23:59
A5,2024-11-16 19:50,2024-11-16 23:59
A5,2024-11-16 13:26,2024-11-16 21:48
A5,2024-11-16 04:20,2024-11-16 15:26
A5,2024-11-16 19:14,2024-11-16 22:07
A5,2024-11-16 09:54,2024-11-16 15:17
A5,2024-11-16 00:32,2024-11-16 03:18
A5,2024-11-17 04:33,2024-11-17 09:43
A5,2024-11-17 14:21,2024-11-17 18:42
A5,2024-11-17 10:57,2024-11-17 22:31
A5,2024-11-17 05:14,2024-11-17 07:00
A5,2024-11-17 12:12,2024-11-17 20:33
A5,2024-11-17 00:34,2024-11-17 05:02
A5,2024-11-17 13:33,2024-11-17 22:29
A5,2024-11-17 23:03,2024-11-17 23:59
A5,2024-11-17 02:55,2024-11-17 14:12
A5,2024-11-18 08:41,2024-11-18 11:10
A5,2024-11-18 15:47,2024-11-18 23:59
A5,2024-11-18 11:56,2024-11-18 23:13
A5,2024-11-18 08:26,2024-11-18 10:22
A5,2024-11-18 00:15,2024-11-18 09:32
A5,2024-11-18 03:22,2024-11-18 15:01
A5,2024-11-18 20:58,2024-11-18 23:59
A5,2024-11-18 07:41,2024-11-18 11:09
A5,2024-11-19 13:44,2024-11-19 20:00
A5,2024-11-19 21:29,2024-11-19 23:59
A5,2024-11-19 07:04,2024-11-19 12:51
A5,2024-11-19 10:28,2024-11-19 14:46
A5,2024-11-19 01:54,2024-11-19 06:35
A5,2024-11-19 21:56,2024-11-19 23:59
A5,2024-11-20 07:28,2024-11-20 10:53
A5,2024-11-20 07:52,2024-11-20 13:10
A5,2024-11-20 06:40,2024-11-20 11:22
A5,2024-11-20 07:38,2024-11-20 16:20
A5,2024-11-20 21:23,2024-11-20 23:59
