spot_id,occupied_at,vacated_at
B4,2024-11-13 02:54,2024-11-13 07:42
B4,2024-11-13 06:46,2024-11-13 14:44
B4,2024-11-13 09:42,2024-11-13 11:57
B4,2024-11-13 14:43,2024-11-13 23:59
B4,2024-11-13 22:06,2024-11-13 23:59
B4,2024-11-13 12:07,2024-11-13 15:31
B4,2024-11-13 22:04,2024-11-13 23:59
B4,2024-11-13 20:35,2024-11-13 21:23
B4,2024-11-14 23:55,2024-11-14 23:59
B4,2024-11-14 03:19,2024-11-14 15:14
B4,2024-11-14 23:55,2024-11-14 23:59
B4,2024-11-14 17:39,2024-11-14 19:51
B4,2024-11-14 12:56,2024-11-14 20:26
B4,2024-11-14 03:07,2024-11-14 05:33
B4,2024-11-14 05:45,2024-11-14 17:39
B4,2024-11-15 15:20,2024-11-15 19:37
B4,2024-11-15 02:54,2024-11-15 06:16
B4,2024-11-15 02:13,2024-11-15 10:01
B4,2024-11-15 03:27,2024-11-15 13:05
B4,2024-11-15 20:23,2024-11-15 23:59
B4,2024-11-16 07:09,2024-11-16 16:27
B4,2024-11-16 21:05,2024-11-16 23:59
B4,2024-11-16 10:07,2024-11-16 13:09
B4,2024-11-16 08:45,2024-11-16 13:51
B4,2024-11-16 16:58,2024-11-16 23:59
B4,2024-11-16 22:08,2024-11-16 23:28
B4,2024-11-16 21:24,2024-11-16 23:59
B4,2024-11-16 18:01,2024-11-16 23:59
B4,2024-11-17 12:43,2024-11-17 23:30
B4,2024-11-17 06:18,2024-11-17 11:17
B4,2024-11-17 18:28,2024-11-17 21:37
B4,2024-11-17 07:08,2024-11-17 17:02
B4,2024-11-17 15:09,2024-11-17 17:20
B4,2024-11-17 20:58,2024-11-17 23:59
B4,2024-11-17 18:44,2024-11-17 23:59
B4,2024-11-17 14:48,2024-11-17 17:26
B4,2024-11-17 10:11,2024-11-17 18:55
B4,2024-11-18 05:39,2024-11-18 10:47
B4,2024-11-18 02:56,2024-11-18 03:52
B4,2024-11-18 06:06,2024-11-18 11:29
B4,2024-11-18 00:02,2024-11-18 05:59
B4,2024-11-18 12:37,2024-11-18 14:27
B4,2024-11-18 03:17,2024-11-18 14:03
B4,2024-11-18 18:43,2024-11-18 19:19
B4,2024-11-19 11:25,2024-11-19 22:38
B4,2024-11-19 14:15,2024-11-19 15:06
B4,2024-11-19 13:47,2024-11-19 23:59
B4,2024-11-19 19:47,2024-11-19 23:59
B4,2024-11-19 01:45,2024-11-19 07:38
B4,2024-11-20 22:54,2024-11-20 23:59
B4,2024-11-20 20:40,2024-11-20 23:59
B4,2024-11-20 20:56,2024-11-20 23:59
B4,2024-11-20 18:34,2024-11-20 23:59
B4,2024-11-20 03:12,2024-11-20 14:04
B4,2024-11-20 22:56,2024-11-20 23:30
B4,2024-11-20 08:30,2024-11-20 20:06
B4,2024-11-20 02:30,2024-11-20 04:13
B4,2024-11-20 14:42,2024-11-20 23:59
B4,2024-11-20 23:58,2024-11-20 23:59
